global_id,sender_id,receiver_id,initial_amount,transfer_amount,amount_received,final_amount,date
1,417,583,102.3320661451155,11.004279405173733,11.004279405173733,91.32778673994177,2021-10-07 12:16:55.521706
2,68,277,83.13069705300144,6.325440784426347,6.325440784426347,76.80525626857509,2023-08-16 00:26:54.521999
3,621,546,96.09170691183259,2.435574995849268,2.435574995849268,93.65613191598332,2024-03-26 11:50:51.518583
4,783,337,82.47661508453585,13.05638081877534,13.05638081877534,69.42023426576051,2025-01-30 13:57:10.355813
5,255,327,92.09083867197639,19.036856813706077,19.036856813706077,73.0539818582703,2020-06-13 12:35:59.742668
6,492,240,79.44226208025457,14.707443438007044,14.707443438007044,64.73481864224752,2023-02-02 03:45:09.455103
7,19,908,90.79110797285293,-2.257156180525768,-2.257156180525768,93.0482641533787,2025-03-17 21:00:27.494272
8,411,675,98.42723650071748,18.64333824729944,18.64333824729944,79.78389825341804,2024-05-04 00:48:57.977112
9,401,294,74.65051052811997,8.17314812612155,8.17314812612155,66.47736240199842,2021-04-14 22:57:35.039872
10,62,387,110.87289397371758,20.039898800717726,20.039898800717726,90.83299517299986,2023-08-11 20:10:58.089097
11,254,927,117.68317702242999,13.03958584703333,13.03958584703333,104.64359117539666,2020-12-07 17:34:17.815479
12,490,203,91.28128051757899,15.618580989966421,15.618580989966421,75.66269952761257,2023-11-10 13:13:50.995495
13,847,724,93.22553671723384,8.839160807461473,8.839160807461473,84.38637590977237,2021-10-19 20:09:59.885518
14,5,816,99.04204022563296,14.072431069764658,14.072431069764658,84.9696091558683,2021-07-02 19:08:22.229962
15,367,407,109.48627015920718,16.29457733530807,16.29457733530807,93.1916928238991,2020-09-20 18:15:20.003244
16,339,808,60.23556042756543,6.296464377635146,6.296464377635146,53.939096049930285,2023-06-28 13:12:31.575908
17,941,927,93.2731968708588,9.225959079328641,9.225959079328641,84.04723779153015,2024-02-24 18:29:47.513249
18,74,227,108.25196147794495,5.363947050893267,5.363947050893267,102.88801442705167,2023-05-20 23:47:59.529496
19,503,280,83.26771719628219,13.730678890927795,13.730678890927795,69.5370383053544,2020-06-26 05:01:51.216169
20,836,261,116.58512983326145,14.764881276882898,14.764881276882898,101.82024855637854,2025-03-04 07:59:17.527771
21,185,600,103.28782991448713,9.440457004708193,9.440457004708193,93.84737290977894,2024-04-14 02:47:45.605108
22,915,905,102.83401880468689,7.774590059933418,7.774590059933418,95.05942874475348,2024-08-02 05:32:41.226896
23,799,878,87.0360782830326,13.519555270295157,13.519555270295157,73.51652301273744,2020-12-27 15:48:47.978793
24,76,392,113.9697548959252,13.604809573316293,13.604809573316293,100.36494532260892,2021-04-22 16:53:55.608692
25,856,858,86.79001673614671,14.875218750059581,14.875218750059581,71.91479798608714,2023-10-20 17:06:33.484541
26,89,168,90.76351407443394,10.805080975930778,10.805080975930778,79.95843309850316,2024-07-05 17:46:22.956759
27,361,317,103.75494498572047,4.849485865002544,4.849485865002544,98.90545912071792,2024-04-23 06:33:45.312505
28,157,511,94.86723156661425,9.329913980213663,9.329913980213663,85.53731758640059,2024-09-18 02:27:04.650446
29,837,798,102.70294095392016,9.15777282153817,9.15777282153817,93.54516813238199,2021-11-14 02:31:41.062355
30,374,924,110.46029974537666,10.627574506819427,10.627574506819427,99.83272523855723,2021-06-26 11:51:40.715842
31,228,473,107.98524940606781,12.356301406285032,12.356301406285032,95.62894799978278,2022-01-04 08:46:17.064379
32,394,959,86.94303545350155,13.137236509452293,13.137236509452293,73.80579894404926,2020-01-21 07:06:46.826091
33,482,405,127.81131578687311,17.054993504867372,17.054993504867372,110.75632228200574,2020-08-23 20:09:54.038175
34,633,37,79.92162761846451,10.603325341019133,10.603325341019133,69.31830227744538,2023-12-19 23:47:49.487446
35,293,660,72.57222787338871,14.23647948143433,14.23647948143433,58.33574839195438,2020-12-13 21:57:23.657151
